id,name,height,weight,type,description,image,hp,attack,defense,special-attack,special-defense,speed
722,Rowlet,3,15,"['Grass', 'Flying']","This wary Pokémon uses photosynthesis to store up energy during the day, while becoming active at night.",Rowlet.png,68,55,55,50,50,42
723,Dartrix,7,160,"['Grass', 'Flying']","A bit of a dandy, it spends its free time preening its wings. Its preoccupation with any dirt on its plumage can leave it unable to battle.",Dartrix.png,78,75,75,70,70,52
724,Decidueye,16,366,"['Grass', 'Ghost']","It fires arrow quills from its wings with such precision, they can pierce a pebble at distances over a hundred yards.",Decidueye.png,78,107,75,100,100,70
725,Litten,4,43,['Fire'],"While grooming itself, it builds up fur inside its stomach. It sets the fur alight and spews fiery attacks, which change based on how it coughs.",Litten.png,45,65,40,60,40,70
726,Torracat,7,250,['Fire'],"At its throat, it bears a bell of fire. The bell rings brightly whenever this Pokémon spits fire.",Torracat.png,65,85,50,80,50,90
727,Incineroar,18,830,"['Fire', 'Dark']","This Pokémon has a violent, selfish disposition. If it’s not in the mood to listen, it will ignore its Trainer’s orders with complete nonchalance.",Incineroar.png,95,115,90,80,90,60
728,Popplio,4,75,['Water'],"This Pokémon snorts body fluids from its nose, blowing balloons to smash into its foes. It’s famous for being a hard worker.",Popplio.png,50,54,54,66,56,40
729,Brionne,6,175,['Water'],"A skillful dancer, it creates a sequence of water balloons as it dances, and briskly bombards its enemies.",Brionne.png,60,69,69,91,81,50
730,Primarina,18,440,"['Water', 'Fairy']",It controls its water balloons with song. The melody is learned from others of its kind and is passed down from one generation to the next.,Primarina.png,80,74,74,126,116,60
731,Pikipek,3,12,"['Normal', 'Flying']",It can peck at a rate of 16 times a second to drill holes in trees. It uses the holes for food storage and for nesting.,Pikipek.png,35,75,30,30,30,65
732,Trumbeak,6,148,"['Normal', 'Flying']","It eats berries and stores their seeds in its beak. When it encounters enemies or prey, it fires off all the seeds in a burst.",Trumbeak.png,55,85,50,40,50,75
733,Toucannon,11,260,"['Normal', 'Flying']","When it battles, its beak heats up. The temperature can easily exceed 212 degrees Fahrenheit, causing severe burns when it hits.",Toucannon.png,80,120,75,75,75,60
734,Yungoos,4,60,['Normal'],"With its sharp fangs, it will bite anything. It did not originally live in Alola but was imported from another region.",Yungoos.png,48,70,30,30,30,45
735,Gumshoos,7,142,['Normal'],"When it finds a trace of its prey, it patiently stakes out the location...but it’s always snoozing by nightfall.",Gumshoos.png,88,110,60,55,60,45
736,Grubbin,4,44,['Bug'],Its strong jaw enables it to scrape trees and slurp out the sap. It normally lives underground.,Grubbin.png,47,62,45,55,45,46
737,Charjabug,5,105,"['Bug', 'Electric']","Its body is capable of storing electricity. On camping trips, people are grateful to have one around.",Charjabug.png,57,82,95,55,75,36
738,Vikavolt,15,450,"['Bug', 'Electric']","It zips around, on sharp lookout for an opening. It concentrates electrical energy within its large jaws and uses it to zap its enemies.",Vikavolt.png,77,70,90,145,75,43
739,Crabrawler,6,70,['Fighting'],"While guarding its weak points with its pincers, it looks for an opening and unleashes punches. When it loses, it foams at the mouth and faints.",Crabrawler.png,47,82,57,42,47,63
740,Crabominable,17,1800,"['Fighting', 'Ice']","It aimed for the top but got lost and ended up on a snowy mountain. Being forced to endure the cold, this Pokémon evolved and grew fur.",Crabominable.png,97,132,77,62,67,43
741,Oricorio-baile,6,34,"['Fire', 'Flying']","It beats its wings together to create fire. As it moves in the steps of its beautiful dance, it bathes opponents in intense flames.",Oricorio-baile.png,75,70,70,98,70,93
742,Cutiefly,1,2,"['Bug', 'Fairy']","It feeds on the nectar and pollen of flowers. Because it’s able to sense auras, it can identify which flowers are about to bloom.",Cutiefly.png,40,45,40,55,40,84
743,Ribombee,2,5,"['Bug', 'Fairy']","It rolls up pollen into puffs. It makes many different varieties, some used as food and others used in battle.",Ribombee.png,60,55,60,95,70,124
744,Rockruff,5,92,['Rock'],"It’s considered to be a good Pokémon for beginners because of its friendliness, but its disposition grows rougher as it grows up.",Rockruff.png,45,65,40,30,40,60
745,Lycanroc-midday,8,250,['Rock'],"Its quick movements confuse its enemies. Well equipped with claws and fangs, it also uses the sharp rocks in its mane as weapons.",Lycanroc-midday.png,75,115,65,55,65,112
746,Wishiwashi-solo,2,3,['Water'],"When it’s in trouble, its eyes moisten and begin to shine. The shining light attracts its comrades, and they stand together against their enemies.",Wishiwashi-solo.png,45,20,20,25,25,40
747,Mareanie,4,80,"['Poison', 'Water']","It plunges the poison spike on its head into its prey. When the prey has weakened, Mareanie deals the finishing blow with its 10 tentacles.",Mareanie.png,50,53,62,43,52,45
748,Toxapex,7,145,"['Poison', 'Water']",Toxapex crawls along the ocean floor on its 12 legs. It leaves a trail of Corsola bits scattered in its wake.,Toxapex.png,50,63,152,53,142,35
749,Mudbray,10,1100,['Ground'],The mud stuck to Mudbray’s hooves enhances its grip and its powerful running gait.,Mudbray.png,70,100,70,45,55,45
750,Mudsdale,25,9200,['Ground'],"It spits a mud that provides resistance to both wind and rain, so the walls of old houses were often coated with it.",Mudsdale.png,100,125,100,55,85,35
751,Dewpider,3,40,"['Water', 'Bug']",It crawls onto the land in search of food. Its water bubble allows it to breathe and protects its soft head.,Dewpider.png,38,40,52,40,72,27
752,Araquanid,18,820,"['Water', 'Bug']","It delivers headbutts with the water bubble on its head. Small Pokémon get sucked into the bubble, where they drown.",Araquanid.png,68,70,92,50,132,42
753,Fomantis,3,15,['Grass'],"During the day, it sleeps and soaks up light. When night falls, it walks around looking for a safer place to sleep.",Fomantis.png,40,55,35,50,35,35
754,Lurantis,9,185,['Grass'],"It requires a lot of effort to maintain Lurantis’s vivid coloring, but some collectors enjoy this work and treat it as their hobby.",Lurantis.png,70,105,90,80,90,45
755,Morelull,2,15,"['Grass', 'Fairy']",It scatters spores that flicker and glow. Anyone seeing these lights falls into a deep slumber.,Morelull.png,40,35,55,65,75,15
756,Shiinotic,10,115,"['Grass', 'Fairy']",Forests where Shiinotic live are treacherous to enter at night. People confused by its strange lights can never find their way home again.,Shiinotic.png,60,45,80,90,100,30
757,Salandit,6,48,"['Poison', 'Fire']","It burns its bodily fluids to create a poisonous gas. When its enemies become disoriented from inhaling the gas, it attacks them.",Salandit.png,48,44,40,71,40,77
758,Salazzle,12,222,"['Poison', 'Fire']","For some reason, only females have been found. It creates a reverse harem of male Salandit that it lives with.",Salazzle.png,68,64,60,111,60,117
759,Stufful,5,68,"['Normal', 'Fighting']","Despite its adorable appearance, when it gets angry and flails about, its arms and legs could knock a pro wrestler sprawling.",Stufful.png,70,75,50,45,50,50
760,Bewear,21,1350,"['Normal', 'Fighting']",This immensely dangerous Pokémon possesses overwhelming physical strength. Its habitat is generally off-limits.,Bewear.png,120,125,80,55,60,60
761,Bounsweet,3,32,['Grass'],A delectable aroma pours from its body. They are often swallowed whole by Toucannon lured by that wafting deliciousness.,Bounsweet.png,42,30,38,30,38,32
762,Steenee,7,82,['Grass'],"The sepals on its head developed to protect its body. These are quite hard, so even if pecked by bird Pokémon, this Pokémon is totally fine.",Steenee.png,52,40,48,40,48,62
763,Tsareena,12,214,['Grass'],"Its long, striking legs aren’t just for show but to be used to kick with skill. In victory, it shows off by kicking the defeated, laughing boisterously.",Tsareena.png,72,120,98,50,98,72
764,Comfey,1,3,['Fairy'],"It attaches flowers to its highly nutritious vine. This revitalizes the flowers, and they give off an aromatic scent.",Comfey.png,51,52,90,82,110,100
765,Oranguru,15,760,"['Normal', 'Psychic']","Known for its extreme intelligence, this Pokémon will look down on inexperienced Trainers, so it’s best suited to veteran Trainers.",Oranguru.png,90,60,80,90,110,60
766,Passimian,20,828,['Fighting'],They form groups of roughly 20 individuals. Their mutual bond is remarkable—they will never let down a comrade.,Passimian.png,100,120,90,40,60,80
767,Wimpod,5,120,"['Bug', 'Water']","This Pokémon is a coward. As it desperately dashes off, the flailing of its many legs leaves a sparkling clean path in its wake.",Wimpod.png,25,35,40,20,30,80
768,Golisopod,20,1080,"['Bug', 'Water']","With a flashing slash of its giant sharp claws, it cleaves seawater—or even air—right in two.",Golisopod.png,75,125,140,60,90,40
769,Sandygast,5,700,"['Ghost', 'Ground']","Born from a sand mound playfully built by a child, this Pokémon embodies the grudges of the departed.",Sandygast.png,55,55,80,70,45,15
770,Palossand,13,2500,"['Ghost', 'Ground']","Possessed people controlled by this Pokémon transformed its sand mound into a castle. As it evolved, its power to curse grew ever stronger.",Palossand.png,85,75,110,100,75,35
771,Pyukumuku,3,12,['Water'],"It’s covered in a slime that keeps its skin moist, allowing it to stay on land for days without drying up.",Pyukumuku.png,55,60,130,30,130,5
772,Type-null,19,1205,['Normal'],The heavy control mask it wears suppresses its intrinsic capabilities. This Pokémon has some hidden special power.,Type-null.png,95,95,95,95,95,59
773,Silvally,23,1005,['Normal'],"Its trust in its partner is what awakens it. This Pokémon is capable of changing its type, a flexibility that is well displayed in battle.",Silvally.png,95,95,95,95,95,95
774,Minior-red-meteor,3,400,"['Rock', 'Flying']","Originally making its home in the ozone layer, it hurtles to the ground when the shell enclosing its body grows too heavy.",Minior-red-meteor.png,60,60,100,60,100,60
775,Komala,4,199,['Normal'],"It is born asleep, and it dies asleep. All its movements are apparently no more than the results of it tossing and turning in its dreams.",Komala.png,65,115,65,75,95,65
776,Turtonator,20,2120,"['Fire', 'Dragon']",The shell on its back is chemically unstable and explodes violently if struck. The hole in its stomach is its weak point.,Turtonator.png,60,78,135,91,85,36
777,Togedemaru,3,33,"['Electric', 'Steel']","The spiny fur on its back is normally at rest. When this Pokémon becomes agitated, its fur stands on end and stabs into its attackers.",Togedemaru.png,65,98,63,40,73,96
778,Mimikyu-disguised,2,7,"['Ghost', 'Fairy']",Its actual appearance is unknown. A scholar who saw what was under its rag was overwhelmed by terror and died from the shock.,Mimikyu-disguised.png,55,90,80,50,105,96
779,Bruxish,9,190,"['Water', 'Psychic']","When it unleashes its psychic power from the protuberance on its head, the grating sound of grinding teeth echoes through the area.",Bruxish.png,68,105,70,70,70,92
780,Drampa,30,1850,"['Normal', 'Dragon']","It has a compassionate personality, but if it is angered, it completely destroys its surroundings with its intense breath.",Drampa.png,78,60,85,135,91,36
781,Dhelmise,39,2100,"['Ghost', 'Grass']","Swinging its massive anchor, it can KO Wailord in a single blow. What appears to be green seaweed is actually its body.",Dhelmise.png,70,131,100,86,90,40
782,Jangmo-o,6,297,['Dragon'],It expresses its feelings by smacking its scales. Metallic sounds echo through the tall mountains where Jangmo-o lives.,Jangmo-o.png,45,55,65,45,45,45
783,Hakamo-o,12,470,"['Dragon', 'Fighting']",It leaps at its prey with a courageous shout. Its scaly punches tear its opponents to shreds.,Hakamo-o.png,55,75,90,65,70,65
784,Kommo-o,16,782,"['Dragon', 'Fighting']","When it spots enemies, it threatens them by jingling the scales on its tail. Weak opponents will crack and flee in panic.",Kommo-o.png,75,110,125,100,105,85
785,Tapu-koko,18,205,"['Electric', 'Fairy']",This guardian deity of Melemele is brimming with curiosity. It summons thunderclouds and stores their lightning inside its body.,Tapu-koko.png,70,115,85,95,75,130
786,Tapu-lele,12,186,"['Psychic', 'Fairy']",This guardian deity of Akala is guilelessly cruel. The fragrant aroma of flowers is the source of its energy.,Tapu-lele.png,70,85,75,130,115,95
787,Tapu-bulu,19,455,"['Grass', 'Fairy']","It pulls large trees up by the roots and swings them around. It causes vegetation to grow, and then it absorbs energy from the growth.",Tapu-bulu.png,70,130,115,85,95,75
788,Tapu-fini,13,212,"['Water', 'Fairy']",The dense fog it creates brings the downfall and destruction of its confused enemies. Ocean currents are the source of its energy.,Tapu-fini.png,70,75,115,95,130,85
789,Cosmog,2,1,['Psychic'],Its body is gaseous and frail. It slowly grows as it collects dust from the atmosphere.,Cosmog.png,43,29,31,29,31,37
790,Cosmoem,1,9999,['Psychic'],"Motionless as if dead, its body is faintly warm to the touch. In the distant past, it was called the cocoon of the stars.",Cosmoem.png,43,29,131,29,131,37
791,Solgaleo,34,2300,"['Psychic', 'Steel']",It is said to live in another world. The intense light it radiates from the surface of its body can make the darkest of nights light up like midday.,Solgaleo.png,137,137,107,113,89,97
